w_lya,w_SiIV,CIV,CIII,MgII
3067.85153849148,3528.2413257554695,3911.6344111959597,4818.55457939571,7066.32813141624
3999.52286758908,4599.72775334187,5099.55292195116,6281.89434437091,9212.29094592504
3040.58122720716,3496.8785827959896,3876.86366473532,4775.72216665607,7003.51512845208
2456.97468435432,2825.6907183769795,3132.74179085064,3859.0741658171396,5659.266464624159
4136.56103339544,4757.33111639166,5274.28210890488,6497.134838610381,9527.93746074672
2973.6848609598,3419.9431375909494,3791.5681004246,4670.6506572033495,6849.429551372399
2880.0004331935197,3312.1995699907798,3672.11667754904,4523.50418588054,6633.641760113759
4274.6593624254,4916.153740429349,5450.3630467158,6714.04048981455,9846.025899865199
4182.93510341148,4810.66450238547,5333.41091803596,6569.97277898571,9634.75305837624
4179.59385085632,4806.82183099248,5329.15068630464,6564.7248041086405,9627.05699270016
2527.19486081712,2906.44877507868,3222.2753472062404,3969.3662541452404,5821.00793161056
2701.04692022256,3106.3906604228396,3443.94373288112,4242.42889308812,6221.44963573728
3484.1348064806402,4006.99585833696,4442.412362945281,5472.39444815328,8025.17315058432
3106.7034867897596,3572.9237518286395,3961.1722118355196,4879.57781700752,7155.817668890879
2968.30924925028,3413.7608125511697,3784.71397874356,4662.2073938658095,6837.04764965064
4593.21745065768,5282.51756131602,5856.53745387336,7214.38723593186,10579.77587183184
4674.25825897212,5375.72009259243,5959.86775214124,7341.67486804899,10766.44101400056
3509.3092322246403,4035.9481880529597,4474.51077083328,5511.93493534128,8083.15860085632
2746.99738917084,3159.23687590851,3502.53243357068,4314.60149981243,6327.289532911919
2852.7931588384804,3280.90932385722,3637.42630571496,4480.77078278346,6570.973953102241
3957.3415189713596,4551.216286766039,5045.77000165872,6215.64174772572,9115.13264259168
4277.711668581,4919.6641034902495,5454.254860137,6718.83462786825,9853.056421578
4486.34613525852,5159.608161432029,5720.27221755404,7046.52863529179,10333.61409608376
3940.09541013036,4531.38206951079,5023.78051750172,6188.55395821247,9075.40886113368
3283.4284379629203,3776.1696612861297,4186.50365035284,5157.15279483309,7562.87664105096
4172.254569288,4798.381149882,5319.792806376,6553.197281226,9610.152076944
3626.54017210524,4170.771872170109,4623.98494607948,5696.06499350123,8353.18219161912
3155.26393883844,3628.7716282874094,4023.08874621588,4955.8498222401295,7267.66926408072
2986.67109667056,3434.87820629484,3808.12607457712,4691.04763038412,6879.34136476128
3535.6966133174396,4066.2955002621593,4508.155745698879,5553.380564116879,8143.937908782719
3160.77730043244,3635.1123752159097,4030.11850455388,4964.509443940629,7280.368451652719
2936.47871826972,3377.1535017288297,3744.12876829644,4612.21242217419,6763.730876109359
2976.66121340016,3423.3661486292394,3795.36306979632,4675.32549772332,6856.285125286079
3171.6295175869204,3647.59317507213,4043.9555190008405,4981.554597531091,7305.36487876296
2457.06455256756,2825.7940730340897,3132.85637644612,3859.2153183093696,5659.47346234728
3063.89632238352,3523.6925538382798,3906.59135117904,4812.34227594804,7057.217894333759
4110.1461830176795,4726.952212606019,5240.60210959336,6455.64606490186,9467.094881511839
3018.0485837486403,3470.96448531396,3848.13363578128,4740.3310237142805,6951.6146207683205
4669.18885614636,5369.889928934789,5953.40405913372,7333.71255504447,10754.764417741679
4034.65229150412,4640.12901906543,5144.3443539052405,6337.07075833799,9293.20621621656
3670.69592115096,4221.554035712939,4680.2853065279205,5765.41870377742,8454.88822521648
2443.7634493880396,2810.4968849768097,3115.89693357508,3838.32379509433,5628.83639976552
2644.97010183276,3041.89844312439,3372.44352834652,4154.35122483727,6092.285237024879
4411.55651421264,5073.59492760996,5624.9124351092805,6929.05949884228,10161.34761040032
4031.15803172628,4636.11037879017,5139.88903179556,6331.58246099281,9285.15772173864
3725.6893190540404,4284.80024456331,4750.4041062570805,5851.79468578883,8581.557130073521
2831.48183765616,3256.39983141324,3610.25351190832,4447.29792303532,6521.886575014079
2761.42194891888,3175.8261166753196,3520.92432886576,4337.25759237676,6360.51430635744
2636.6236767468,3032.2994773527,3361.8014998236,4141.2418209711,6073.0605197784
3162.8959304045998,3637.5489461281495,4032.8198431942,4967.83709328295,7285.248392674799
4386.6969121887605,5045.00466693339,5593.21544015852,6890.013492974271,10104.08730855288
3349.9097244054,3852.62773602435,4271.2699711758005,5261.57235464955,7716.0061451052
4123.49906514312,4742.30895003018,5257.62757270824,6476.61891528474,9497.85120899856
3955.36971308076,4548.94857369639,5043.255869642519,6212.54470923327,9110.59088844888
3933.31896696804,4523.58869147181,5015.14027923508,6177.9104636293305,9059.80035780552
3076.8425560392,3538.5816174138,3923.0983210984004,4832.676419463401,7087.0375690896
3131.4085066399202,3601.33623232038,3992.6721082818403,4918.381026693341,7212.72191427696
4459.04559730968,5128.210655719019,5685.46293087736,7003.64874671086,10270.73147060784
4174.48321250688,4800.94424363232,5322.63441634176,6556.69772407776,9615.28541670144
3179.6932754184,3656.8670539625996,4054.2371353768,4994.2200269818,7323.938515099199
3956.1252290039997,4549.817469230999,5044.219182908,6213.7313685829995,9112.331104152
3255.86651647296,3744.4715464334395,4151.36108912192,5113.86236133392,7499.391958452479
3425.98170801744,3940.1157754371598,4368.26481759888,5381.05564789188,7891.2263573827195
3035.2159887862804,3490.70818775517,3870.02276941556,4767.29519623781,6991.15712001864
4347.19091200056,4999.57003597734,5542.84369698712,6827.96296160662,10013.091262301281
3922.3297691760004,4510.950354414,5001.128608952,6160.650159902,9034.488416688
4571.59725070932,5257.65283694073,5828.97082718564,7180.42923237089,10529.977038614159
4497.31352921448,5172.22142257122,5734.25608706696,7063.75469258546,10358.87581539024
4143.81774548196,4765.67683689069,5283.53470941492,6508.53267283317,9544.652190294479
3244.2418198600803,3731.1023418046198,4136.53913221816,5095.60390443166,7472.61624272304
3927.2603697194404,4516.62088585266,5007.41532345288,6168.394461583381,9045.84530305872
4452.04416461376,5120.15852416464,5676.53582188352,6992.65186985552,10254.60473820288
4004.1963865410003,4605.10262318025,5105.5118470570005,6289.23485803825,9223.055684058
4254.9677957513995,4893.507077630849,5425.2555052177995,6683.11171520405,9800.669379253199
3618.67994631468,4161.73206919527,4613.96284126236,5683.71924387711,8335.077360297839
4723.81520903604,5432.71401064881,6023.05486167108,7419.51203379033,10880.587890389519
2463.7780620959998,2833.5150730439996,3141.416371792,3869.759965492,5674.937007647999
4640.219149600321,5336.57276395848,5916.46651519264,7288.21096854664,10688.03711697216
3858.1929358939196,4437.188562863879,4919.35156043984,6059.91294108884,8886.759002928959
2703.5758455997197,3109.2990994113297,3447.16821470644,4246.40097739669,6227.27462964936
4313.94721002024,4961.33748082386,5500.45663653448,6775.74837742498,9936.51946488912
4474.4451234506405,5145.92117522946,5705.09794763528,7027.836180905781,10306.20193044432
2491.31842158264,2865.18839010246,3176.5314405992804,3913.0165323947804,5738.37202546032
3241.77074962884,3728.2604402330094,4133.3884180366795,5091.72269094093,7466.92450931592
3038.11507869792,3494.0423415448795,3873.7192259478397,4771.84868352184,6997.83473148096
3126.5330330286,3595.72910066415,3986.4556828422,4910.72331073095,7201.4920043868
4858.76853583368,5587.91966473002,6195.125794825361,7631.47795283386,11191.43229651984
3178.54059718884,3655.5413943230096,4052.76742415668,4992.40956031093,7321.28349659592
3250.0014316114803,3737.72629343547,4143.88286943596,5104.65030163571,7485.88262997624
4343.57438571108,4995.4107807623695,5538.2324801451605,6822.28262502741,10004.76114556104
3681.82747580232,4234.356092998979,4694.478487546639,5782.902601863139,8480.528063648158
4846.89251665164,5574.26142177471,6179.98339151228,7612.82475338903,11164.07769758232
4185.79080803988,4813.948760100569,5337.05205658276,6574.45812270001,9641.33073845544
3170.7804682866004,3646.6167096886497,4042.8729469082004,4980.22102895945,7303.4092231908
3736.4975967758396,4297.23051103476,4764.18509615568,5868.77082542868,8606.45234940192
4696.92956739084,5401.793664363509,5988.77458451068,7377.28380662743,10818.66091527192
3963.12586085676,4557.86867976039,5053.14527079452,6224.72698758527,9128.45599193688
2992.451180355,3441.5257020637496,3815.4959143349997,4700.126182053749,6892.654905989999
4306.417540446841,4952.67784034751,5490.85600422268,6763.9218195394305,9919.17601939992
4688.9092799094,5392.569779380349,5978.5483945838005,7364.68665435755,10800.1874062572
2787.11209213788,3205.37155713507,3553.68029732876,4377.60809685851,6419.68763317944
4322.3024577486,4970.94659324415,5511.1099142822,6788.87163867095,9955.7645037468
4773.86403842712,5490.27362393118,6086.86913717624,7498.12177517774,10995.86773579056
2590.74365647656,2979.53428271634,3303.30262403912,4069.17986523362,5967.38289038928
3487.8061182198003,4011.21812060595,4447.0934334446,5478.16083409835,8033.6294572524
2822.1951874583997,3245.7195417725993,3598.4126584568,4432.7117443117995,6500.496192619199
2520.3881849140803,2898.62062729812,3213.59656097616,3958.6752741771606,5805.329791775041
3413.46011202924,3925.7150745311096,4352.29927782748,5361.38846617423,7862.38477073112
4794.24851793576,5513.71718438514,6112.86017047752,7530.138880912021,11042.82027543888
4067.0302637998802,4677.36592524057,5185.62757410276,6387.92557472001,9367.78393733544
3411.34247976912,3923.2796510566795,4349.59921131024,5358.06238389924,7857.507127786559
2436.82065809832,2802.5121950929797,3107.04459473864,3827.4190240051403,5612.84473889616
2750.64340447416,3163.43004552774,3507.18125009432,4320.32815363382,6335.68757309808
3727.07723615136,4286.39644516104,4752.17375651872,5853.974632960721,8584.75398543168
3663.02188592652,4212.728364759029,4670.50060219004,5753.36539640279,8437.212255467759
2523.6158173902,2902.3326277465494,3217.7119225253996,3963.7447904341498,5812.764150927599
4524.61242780456,5203.6170429083395,5769.06328349512,7106.63200628962,10421.754664853279
2479.1214575166,2851.16103834615,3160.9798196182,3893.8592373569504,5710.2781789308
3082.3186158413996,3544.8794647033496,3930.0805181478,4841.2774526965495,7099.650837673199
4627.54608609852,5321.99786494203,5900.307848234041,7268.30588272179,10658.84664800376
4631.421299311561,5326.4546280000895,5905.24890133412,7274.39252874737,10667.77261061928
3111.1867064491203,3578.07976432668,3966.88849767024,4886.61943500924,7166.14408162656
3386.55089472804,3894.7676146118097,4317.98894075508,5319.12320964933,7800.40349268552
3467.7943807696797,3988.2032392840197,4421.57766129736,5446.72917975586,7987.5354720878395
2720.01423909852,3128.20438819203,3468.12782923404,4272.22011997179,6265.13796200376
3394.07112553236,3903.4163998512895,4327.57753825572,5330.93494242897,7817.72519740968
3549.16824504996,4081.78880794269,4525.33261935092,5574.53992986917,8174.96775787848
2806.92307680096,3228.15555887544,3578.94010157792,4408.72443663992,6465.31921491648
2574.93222716808,2961.35004609162,3283.14241413416,4044.34547082266,5930.963674427039
3843.8136851540403,4420.651430588309,4901.01743595708,6037.32801361383,8853.63859187352
3445.1289735563996,3962.1364543070995,4392.678353202799,5411.129509970299,7935.329163343199
3962.3631543584397,4556.9915145674095,5052.17278925588,6223.52903428013,9126.699213840719
3030.5692999030803,3485.36417435037,3864.0980537291603,4759.99682351141,6980.45418085704
3934.9420937673603,4525.45539948504,5017.20983135072,6180.45984549272,9063.53898283968
3098.588844429,3563.5913522122496,3950.8257156329996,4866.83246521425,7137.126827802
4711.573311471,5418.63498226275,6007.445948667,7400.28416346075,10852.390546398
4617.51394692276,5310.46021144689,5887.51646627652,7252.54879357977,10635.739145444879
4750.42662691428,5463.318980647169,6056.98549247156,7461.30954839381,10941.88323288264
3435.52255847268,3951.08841294477,4380.4297866283605,5396.04108903061,7913.20225130184
3037.95626019756,3493.8596892915893,3873.51672595612,4771.5992335068695,6997.4689172872795
3551.18205571116,4084.1048294019897,4527.900309143321,5577.70294361407,8179.60626360408
4293.95907739188,4938.349746678569,5474.97096148676,6744.35379825401,9890.47984983144
3968.42769656112,4563.96615729468,5059.90532509424,6233.05437383324,9140.66796188256
3556.13141591448,4089.79693574622,4534.21094296696,5585.47671036046,8191.00635999024
4278.15244463568,4920.171026420519,5454.81686737936,6719.52693760036,9854.07168199584
4685.92085770536,5389.132887279539,5974.73803577672,7359.99285633122,10793.30403148368
2909.6606865019203,3346.31091147588,3709.9346964558404,4570.09038720484,6701.95963003296
4804.13841691524,5525.09125182261,6125.4701904494805,7545.67255893373,11065.600149399119
3851.34845508972,4429.3169368338295,4910.6245714364395,6049.1625824391895,8870.99378526936
4817.8157049282,5540.821078441049,6142.9092841514,7567.15494097265,11097.1036963716
4558.89362513676,5243.042789430389,5812.77319235452,7160.47614389527,10500.716174576879
3451.2106530735605,3969.13080613059,4400.4327398081205,5420.6817664338705,7949.33738457528
3967.90595757192,4563.36612139338,5059.240086845841,6232.234898782341,9139.46621569296
2869.9627039137604,3300.65548748964,3659.31816798352,4507.73831658052,6610.52138160288
4190.85878660436,4819.77728575929,5343.51393359972,6582.41819867297,9653.00405414568
3981.8068837715996,4579.3531473849,5076.9643282532,6254.068540585699,9171.484879120799
4266.04175410296,4906.24289519094,5439.37524863192,6700.50514903142,9826.176553392479
4138.5141659082,4759.57735378605,5276.7724316114,6500.20254755765,9532.4362036116
3266.9850656258404,3757.25864649726,4165.537687605681,5131.325832191181,7525.001840701921
2951.6348962464003,3394.5841540295996,3763.4535063328003,4636.0176389128,6798.6408205632
4128.86442387276,4748.47948343439,5264.46862142652,6485.046074667271,9510.20949454488
3760.2543490558796,4324.552418274569,4794.47591321476,5906.084628282009,8661.172405063438
4622.70637943088,5316.431867743319,5894.13702708976,7260.70434450076,10647.699121813439
4047.86662411716,4655.32641497349,5161.19316080532,6357.825994413571,9323.64341603208
3085.95686697636,3549.0637049922893,3934.71943504372,4846.99191164197,7108.030994281679
3051.67206888804,3509.6338173518097,3891.00493507508,4793.14211846933,7029.06119076552
3386.24823677556,3894.4195370460898,4317.60303966212,5318.6478366253705,7799.70636625128
4558.89098077452,5243.039748231029,5812.76982068604,7160.47199049879,10500.71008369176
3273.5160558282005,3764.76973666605,4173.8649634514,5141.583803397651,7540.0449805716
3603.8375007726,4144.66223088015,4595.0381247302,5660.40679441895,8300.8900506588
2866.4097772096798,3296.5693761940197,3654.78804317736,4502.15787338586,6602.3377568078395
3006.6360449502,3457.8392768365497,3833.5821886454,4722.40579480415,6925.3275782076
3027.1070349639604,3481.38233035119,3859.6835263289204,4754.55877920967,6972.47938161048
4538.4980832984,5219.5865065326,5786.7680541368,7128.4416629918,10453.7381545392
4845.672949182,5572.858834885499,6178.428393814,7610.9092264015,11161.268609916
3247.80563511456,3735.20097568584,4141.08314036512,5101.201449847121,7480.82494763328
3768.4071876250796,4333.928746170869,4804.87111112316,5918.88997336791,8679.95122529304
3439.91472262932,3956.1397053207297,4386.02997302564,5402.93968971089,7923.318931574159
3968.92109979924,4564.53360512361,5060.5344341174805,6233.82934302673,9141.80444099112
3768.6359845056,4334.191878398399,4805.1628363712,5919.2493356912,8680.478224012799
2675.37223364112,3076.86299616468,3411.20747225424,4202.10266574324,6162.31191092256
3227.42585979996,3711.76282538019,4115.09810510092,5069.19173280667,7433.88324337848
3968.09884532568,4563.58795564302,5059.48602650936,6232.53786004286,9139.91050321584
3983.89582300008,4581.755571889619,5079.62780999816,6257.349555836659,9176.29643204304
2663.2763277182403,3062.95186825836,3395.7847044804803,4183.10409878348,6134.45083641312
4146.35580824868,4768.59578450877,5286.770841780361,6512.51910888261,9550.49823078984
2891.52864704184,3325.45781277126,3686.8156150376803,4541.61110107318,6660.19524250992
2850.41034176652,3278.16891951903,3634.3881178700403,4477.0281850827905,6565.48549738776
4408.05609073752,5069.56919865678,5620.44925403704,6923.56152041854,10153.28491878576
4518.1509080120395,5196.18584851281,5760.82458522308,7096.48314954233,10406.871539477519
4814.2975766215195,5536.7749877077795,6138.42352870504,7561.62915426154,11089.00022437776
4517.43080175192,5195.35767653838,5759.90642070584,7095.35210676734,10405.212884532959
2943.09400237944,3384.76153571766,3752.56352227288,4622.60279052838,6778.96817413872
4652.47104251436,5350.66328768679,5932.08817266972,7307.45453818047,10716.25748372568
4658.9197354486805,5358.07973030877,5940.3105161803605,7317.58324828261,10731.11106438984
3319.2471217011603,3817.36362344949,4232.17391637332,5213.41180228157,7645.37951622408
3517.77809517108,4045.68796582737,4485.30891256516,5525.23664757241,8102.665335041041
4627.8619123916405,5322.36108700971,5900.71053949228,7268.80193874403,10659.57410570232
4187.2331132034,4815.607510733849,5338.8910538218,6576.72349508305,9644.652868429199
4272.08047853184,4913.187845693759,5447.07486576768,6709.98993761568,9840.085834129919
4044.04649773332,4650.93300557673,5156.32234563364,6351.82587111889,9314.84433752616
4729.56422146416,5439.32577232524,6030.38508432432,7428.541783051321,10893.82986371808
2726.33677796844,3135.47574491991,3476.18932122588,4282.15068481263,6279.70096602072
3285.91279562832,3779.0268443254795,4189.67130654864,5161.05487837764,7568.598980036159
2625.083308068,3019.027255677,3347.087064436,4123.1158146610005,6046.479040584
3653.70909834684,4202.01801532251,4658.6264225226805,5738.73816471443,8415.76166959992
3370.88767365948,3876.7538277074696,4298.017702331959,5294.521600131709,7764.325651800239
3959.25812136972,4553.42051200383,5048.21374699644,6218.65208024919,9119.54724390936
2720.83172618556,3129.14455484859,3469.1701582321202,4273.5041150078705,6267.02091883128
4832.49171606084,5557.699505681009,6161.621790100679,7590.20597840493,11130.907649731918
2770.1155048803603,3185.8243069482896,3532.00896325172,4350.91222114997,6380.53858663368
4065.01458288432,4675.047752859479,5183.05749966064,6384.75962343964,9363.141123764159
3799.37728250652,4369.546496004029,4844.35923085004,5967.53349168779,8751.286115507759
3779.70137541516,4346.9178428079895,4819.27165595132,5936.62931297207,8705.96566435608
4484.4820749768005,5157.4643632602,5717.8954655336,7043.600828618601,10329.3205175184
4833.81389718084,5559.22010536101,6163.30762434068,7592.28267664493,11133.95309229192
3216.16721048844,3698.81460044991,4100.74287326588,5051.50821210263,7407.95066178072
4300.38617672664,4945.741355168459,5483.16577228728,6754.44859213278,9905.283692932318
3529.44815426268,4059.1093404422695,4500.1887084583595,5543.56635354811,8129.54553632184
4336.60760436852,4987.398500659529,5529.34955302404,6811.34017369929,9988.71422726376
2650.08466176168,3047.7805405720196,3378.9647984813596,4162.38446433986,6104.065845783839
3705.19058632632,4261.225285009979,4724.26739549464,5819.59812698614,8534.34142556016
4364.07851775012,5018.991949896929,5564.37607524724,6854.48766431749,10051.98928656456
4395.11791169256,5054.68939844034,5603.95255407112,6903.240027965619,10123.483796597278
4757.51627631228,5471.472567506669,6066.02508131756,7472.44498377731,10958.21315900664
4206.2389260216,4837.4655091974,5363.1242315032,6606.5751828982,9688.4298596208
2454.0968344074004,2822.38099201485,3129.0724161298003,3854.5540393160504,5652.6377761812
4227.72465601824,4862.175583833359,5390.51940358048,6640.32197975848,9737.918961813119
3040.73101647432,3497.0508508069797,3877.05465209064,4775.95743480714,7003.86014518416
3803.1925661589603,4373.93433592494,4849.22387134392,5973.52600869342,8760.07403952048
4598.96206270176,5289.12426224664,5863.86206585952,7223.410073681521,10593.00770954688
2937.7369850571604,3378.6005955084897,3745.7331091853202,4614.18873266857,6766.62910175208
4208.66441867664,4840.25499340596,5366.21683243728,6610.38480947028,9694.01661203232
2799.2243892178803,3219.30153600507,3569.12396448876,4396.632408768511,6447.58646221944
2462.2635704612403,2831.7733029791098,3139.48533389148,3867.38121263823,5671.44860714712
2572.8512574835204,2958.95678711328,3280.4890938790404,4041.0769730230404,5926.17047813376
3541.65884446452,4073.15247820353,4515.75783081604,5562.7452076912905,8157.67099891176
3148.17501250824,3620.6188730058593,4014.0500793104798,4944.71552255098,7251.341003433119
4154.52678062916,4777.99296754149,5297.1891610293205,6525.3529360375705,9569.31881948808
2494.8636947052,2869.2656992503003,3181.0518067804005,3918.5849544079006,5746.5380213976005
2551.3519508256,2934.2310983784,3253.0766110112,4007.3088518312,5876.6501041728
2503.1344006172403,2878.77758273811,3191.5972903034803,3931.57542912523,5765.588331075121
4677.23970934428,5379.148966604669,5963.66922158156,7346.35771569131,10773.308330222639
3507.0821943378,4033.3869405454498,4471.6712077306,5508.437013921851,8078.0289587364
3526.11746578884,4055.2788184730093,4495.94194635668,5538.33497126093,8121.873803395919
3296.783125935,3791.5284755587495,4203.531415994999,5178.12848158875,7593.637128029999
2795.87586831228,3215.4505055066697,3564.85446531756,4391.37301777731,6439.87365500664
2478.63492889116,2850.60149679699,3160.35947600332,3893.09506584907,5709.15753444408
3745.5033199428,4307.5877151716995,4775.6677563156,5882.9157630381,8627.1956592264
4680.868389249,5383.32219931725,5968.295934773,7352.05714147925,10781.666440962
4141.04717449176,4762.49048874414,5280.00211968952,6504.18104519902,9538.27060256688
3168.8644236833998,3644.4131259538494,4040.4299127818,4977.211572543049,7298.995906669199
4104.07366641012,4719.968398761929,5232.859406067239,6446.10820026249,9453.10776564456
2925.85565892204,3364.9362491903103,3730.58393929308,4595.52719779983,6739.262279057521
4047.13296428532,4654.48265545473,5160.25771493764,6356.67366357289,9321.95354250216
2495.0884241774397,2869.5241536771596,3181.33834591888,3918.93792821188,5747.05565146272
3492.3377980046403,4016.42986559796,4452.87150789328,5485.278566526281,8044.067490496321
2704.4411657484,3110.2942773951,3448.2715327868004,4247.7601019543,6229.267762639201
3495.6654581004004,4020.2569047231,4457.114408690801,5490.505192258301,8051.7322480152
3500.50606526088,4025.8239375508197,4463.28637799976,5498.10814484826,8062.88184835344
2519.43037406424,2897.5190786148596,3212.3753135224797,3957.17087808798,5803.123620561119
2770.2335423568,3185.9600582052,3532.1594657936002,4351.0976180036005,6380.810467958399
3017.8247061596403,3470.70701061171,3847.84818282828,4739.9793879300305,6951.09895288632
4588.15659583008,5276.697228447119,5850.084659908161,7206.43834893416,10568.11896458304
2475.3459438084,2846.8189366100996,3156.1658874068,3887.9291854493,5701.5818589191995
3430.7254265232,3945.5713796147998,4374.3132499664,5388.5064212564,7902.1527894816
4717.55459393556,5425.51387053609,6015.07232498212,7409.67873019537,10866.16751833128
2670.09870938304,3070.79807875056,3404.48351619008,4193.81974717808,6150.1651520755195
4695.6827834061605,5400.35977660074,5987.18488465832,7375.32553172282,10815.78913851408
4855.9112185818,5584.63355238645,6191.4826001186,7626.99007623485,11184.8509020084
3462.0871069746,3981.6394799206496,4414.3006570842,5437.76498773545,7974.3896373348
4852.69954220688,5580.93990255732,6187.387583241761,7621.94562160276,11177.45329530144
4108.1928147483595,4724.70570407529,5238.11148628772,6452.57798566097,9462.595595617679
4417.01784287556,5079.87583307109,5631.87584936212,6937.637394450369,10173.92694805128
2836.59703558608,3262.2826626061196,3616.7755955201596,4455.33216462116,6533.66865331104
2812.41997432344,3234.4773709836595,3585.94886756088,4417.35819886638,6477.9804800107195
4534.25335448904,5214.70477499706,5781.35585375208,7121.77463325258,10443.96106910352
2510.83116812112,2887.6293973846796,3201.41097921424,3943.6644412032397,5783.316661162559
4674.50357704044,5376.002225327909,5960.18054256988,7342.06017955663,10767.00606675672
4813.43082370488,5535.77816194182,6137.3183837877605,7560.267779311261,11087.00379122544
4750.43152676196,5463.3246158106895,6056.99173997492,7461.31724439317,10941.89451893448
4280.43609204744,4922.797378794659,5457.72860990888,6723.113773389379,9859.33171552272
3875.42531009244,4457.00698433091,4941.32353237388,6086.97915813563,8926.45114873272
2452.71981193668,2820.79732099077,3127.31665695636,3852.39120390861,5649.46601493384
3351.478009854,3854.4313726934997,4273.269598358001,5264.0355993455005,7719.618451452
4839.51643518564,5565.778418238209,6170.57859023028,7601.23943034453,11147.08801887432
3516.47118475692,4044.18492851463,4483.6425490908405,5523.18393443359,8099.65506622296
2699.77136664612,3104.9236856409298,3442.31735063924,4240.42543090949,6218.51159261256
2776.0112939956803,3192.6048719605196,3539.52633209936,4360.1725068203605,6394.11863767584
2955.0658116392397,3398.5299438836096,3767.8280617974797,4641.40644370673,6806.543410911119
2705.6767962603603,3111.71533789329,3449.84701151172,4249.70085853497,6232.11384907368
4585.8014461272,5273.9886434958,5847.0817490744,7202.7392072894,10562.6942364336
3366.2507018353203,3871.42098959223,4292.10537628764,5287.23848961039,7753.64509440216
4764.239286587041,5479.20449403156,6074.597190498081,7483.00455341108,10973.69858782752
4673.14324953684,5374.43775467001,5958.4460701526805,7339.92356628193,10763.87275981992
3151.69807225884,3624.67063524051,4018.5421225466803,4950.24905488843,7259.455834255919
3095.3657508742804,3559.88457183717,3946.7161413915605,4861.770078063811,7129.70292336264
3593.4991891702803,4132.77245793117,4581.856360583561,5644.16881220581,8277.07732661064
3054.27432427728,3512.6265909229196,3894.32291562256,4797.22937936356,7035.055089176639
4109.0810044986,4725.72718368165,5239.2439640322,6453.973030608449,9464.641405246799
4655.88154065996,5354.58559629519,5936.43669532092,7312.81127440167,10724.113046058479
4629.3963947244,5324.125847759099,5902.6670663387995,7271.2120902063,10663.108551727199
4233.55822970652,4868.88459680403,5397.95744525004,6649.4845460877905,9751.35570910776
3796.80925070616,4366.59308192574,4841.08488675832,5963.499984447821,8745.37104591408
4782.300602724839,5499.976256027009,6097.62609682868,7511.3727571829295,11015.30007496392
2584.50247913988,2972.3564973755697,3295.34487128276,4059.37709177501,5953.007290255439
4666.29868366584,5366.56603080726,5949.7189726856805,7329.173074021181,10748.10734622192
4433.8306712622,5099.21174785455,5653.3128834694,6964.04464727815,10212.652734063598
3366.9167481440404,3872.18698888581,4292.95461218708,5288.284622531331,7755.17923049352
4488.66277157532,5162.272453327229,5723.22602226764,7050.16728546539,10338.950114522158
4376.62668009996,5033.42320395519,5580.37548820092,6874.19657278167,10080.89206477848
2865.98045843772,3296.0756299308296,3654.2406444324397,4501.4835591601895,6601.34888649336
4142.7216123696,4764.416208044399,5282.1370954992,6506.8110193692,9542.1274148448
3338.9997772747197,3840.0805427050796,4257.35934868144,5244.43652684044,7690.876745799359
2861.3106471830397,3290.7050242005594,3648.28644679008,4494.148869028079,6590.592688475519
4029.1472506584,4633.797841572599,5137.3252048568,6328.4242057118,9280.5261942192
4177.2909479667605,4804.17333348789,5326.21439226452,6561.10772449277,9621.75260711688
2907.4014994408803,3343.71269019582,3707.0541418597604,4566.541970333261,6696.75593719344
4277.8459404486,4919.818525419149,5454.4260621822,6719.04552344595,9853.3656963468
4425.53133186528,5089.666933879919,5642.73089109856,6951.00919906456,10193.53647152064
2819.5246173525597,3242.6482015553397,3595.0075738911196,4428.51718416062,6494.344941677279
3816.2905419724802,4388.99791347072,4865.92431863296,5994.09848768896,8790.24322919424
4250.82997768104,4888.74830083506,5419.97962033608,6676.61260598658,9791.13854639952
4526.91645357588,5206.26683180457,5772.00100925476,7110.25084957201,10427.06163682344
4407.52505394708,5068.958469641369,5619.77216071716,6922.72744167441,10152.06175652904
3702.5442456756,4258.1818103409,4720.8932044612,5815.4416230937,8528.2459834728
2582.92557399396,2970.54294745869,3293.33425363892,4056.90030845717,5949.37512975048
2581.63147099416,2969.0546395577394,3291.6842201343197,4054.86771142382,5946.394360858079
3566.5305745836,4101.7566870279,4547.4702895772,5601.8102626847,8214.9592359768
3862.16105906592,4441.75217879688,4924.41107748384,6066.14551715784,8895.898969464959
2642.27377349988,3038.7974791655697,3369.0056010027597,4150.11620724501,6086.074655935439
3179.1608775591603,3656.25475962399,4053.55830663932,4993.38381046007,7322.71221782808
3455.16526034628,3973.6788778451696,4405.47502353556,5426.89311360781,7958.446219298639
4274.0369894118,4915.43796844395,5449.5694960286,6713.06295283235,9844.5923585484
4453.19776034952,5121.4852389997795,5678.00670296104,6994.46377761754,10257.261870041759
3584.63560654992,4122.578725247879,4570.55493535184,5630.2471292008395,8256.66141585696
2634.38819658768,3029.72852064852,3358.95117248336,4137.7306396043605,6067.91143217184
3827.37423439644,4401.744925886909,4880.05647338188,6011.507210443629,8815.772824284719
2591.1994030728,2980.0584228042,3303.8837193256,4069.8956886106,5968.4326331664
3611.75384877684,4153.7665782800095,4605.13178763268,5672.84069301193,8319.12415093992
3651.05014958112,4198.96004044968,4655.23615563424,5734.56185774824,8409.63718664256
4051.4839524650397,4659.48659261106,5165.80540030408,6363.50759075458,9331.97538019152
